5,5,,,,2,-2,1,,-2,-2,-2,-2,-5,,-5,-5,-6,-5,,,-8,-9,-9,-12,,-12,,-12,,-12,,,,-17,-17,,-17,,-17,-17,,-17,-22,-22,,,,-22,-25,-25,,-25,,,-29,-29,-29,,,,-32,-32,-32,,,-33,-33,-37,,,,-37,-37,-37,,-37,-42,,-42,-42,,,-42,,-45,-45,,-45,,,,-45,-49,-49,,-49,-52,-52,,-52,-52,-52,,-57,-57,,,-57,-57,,-60,-60,,-61,-62,,,,,,-65,-65,,,-66,,,-69,-69,-72,,,-72,-72,,-75,,-75,,,-75,-76,,,-77,-79,-79,-81,-78,-82,,-83,-82,,,,-83,-87,-87,,,-87,,-88,,-92,-92,-92,,,,-92,-97,-97,,,-97,-98,-98,,,,-98,-102,-102,-102,,,-102,-105,-105,,,,-105,,-109,-107,,,,-112,-112,,,-112,-115,-115,-115,,,,,,-119,-119,-119,,,-122,-122,,-122,,,-122,-125,-125,-125,,,-126,,-126,-130,-130,-130,-134,-134
108,,,,,,-8,,,-6,-4,,-2,-2,,-2,,,-1,0,1,,2,,2,3,4,5,,6,5,,7,8,8,,9,,,11,,11,11,12,,12,,14,14,,16,15,16,18,17,18,,19,,,19,,22,22,22,23,,23,25,,25,26,26,27,,,29,29,,,,31,32,32,33,,33,,35,,36,,36,53,38,38,39,53,51,55,51,55,50,57,44,50,59,45,59,46,48,59,61,,63,,63,,64,65,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
